File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
f8c920cb-272c-45ae-9c26-9e6e06c750c5	47779d4c-8de4-4278-ac2f-16df9a624777_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-DD-A1EL	TCGA-DD-A1EL-11A	Solid Tissue Normal
ea3eb95c-4183-457f-b911-e077466f39b0	587c6fe7-dd76-4cb8-9fad-ff3969c493d4_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-DD-A3A2	TCGA-DD-A3A2-11A	Solid Tissue Normal
7c24b17b-fb74-4ed6-8955-6afbe33c171f	3f3c4283-8386-4489-8722-1699e4937614_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-DD-A39Z	TCGA-DD-A39Z-11A	Solid Tissue Normal
c74fee9c-cbbc-46e6-8fc0-b91178f78e23	478878e3-78e2-4584-af86-edf4a87b0d64_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-BC-A10X	TCGA-BC-A10X-11A	Solid Tissue Normal
410650d7-7cc0-4f28-b72c-da35ee32f1fe	478878e3-78e2-4584-af86-edf4a87b0d64_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-BC-A10X	TCGA-BC-A10X-11A	Solid Tissue Normal
fc8bdd0b-7db1-429f-8e54-d98f6b5a54c4	deba8d6c-3942-4d4f-a5d7-f73fcd94e785_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-BC-A112	TCGA-BC-A112-11A	Solid Tissue Normal
676faba7-da54-4feb-8d37-7bfc7cd9e861	7d3dc1d5-35e5-4c39-9ebe-e16ceb389cb8_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-BC-A10R	TCGA-BC-A10R-11A	Solid Tissue Normal
d6749fde-50ad-4000-a5bb-06d5ed29cdfc	7d3dc1d5-35e5-4c39-9ebe-e16ceb389cb8_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-BC-A10R	TCGA-BC-A10R-11A	Solid Tissue Normal
86e57a40-9e13-46ae-89a4-83990c421ca1	25b18021-e749-4374-b033-8463dd9bff73_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-DD-A11D	TCGA-DD-A11D-11A	Solid Tissue Normal
d5d8a3d8-9623-4431-a43b-6e13b9b926fc	c7378d4e-fed0-439c-a8c7-de6fb9c4eaac_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-DD-A1EF	TCGA-DD-A1EF-11A	Solid Tissue Normal
274078de-98ca-4b07-ba83-b197cae923c3	500f2b50-ef8c-4d53-a935-a572ed74f43f_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-BC-A10U	TCGA-BC-A10U-11A	Solid Tissue Normal
9eaa2846-818f-4216-b8e6-63f6a3815884	9e93993b-ad03-4aba-bc95-349e68e57398_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-DD-A11C	TCGA-DD-A11C-11A	Solid Tissue Normal
befdbb3a-1a05-417c-b9df-c81851a7f8f5	f7e5f0c3-738d-472d-a837-65ab2a678430_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-BC-A10Q	TCGA-BC-A10Q-11A	Solid Tissue Normal
0e6bb2b3-0d72-405c-ad55-e13e8b8f2827	e8efa1d9-4e8a-4e26-b650-15d34f0d8fa0_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-DD-A114	TCGA-DD-A114-11A	Solid Tissue Normal
916cbfdc-c53b-4b37-9e5f-221c5f658b1c	47779d4c-8de4-4278-ac2f-16df9a624777_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-DD-A1EL	TCGA-DD-A1EL-11A	Solid Tissue Normal
44382605-718e-4a8e-ae1b-7727d4b610cc	f3d1a993-7cc2-4b20-a73a-7171c69d200e_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-BC-A10W	TCGA-BC-A10W-11A	Solid Tissue Normal
ea2d9650-4722-493b-8417-c6f17275f4b0	3f3c4283-8386-4489-8722-1699e4937614_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-DD-A39Z	TCGA-DD-A39Z-11A	Solid Tissue Normal
35a0e342-1c02-4d17-961f-a639a96a6503	815825ea-5a92-48ab-a753-bedbe677182a_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-DD-A115	TCGA-DD-A115-11A	Solid Tissue Normal
f1c389d8-1f12-4eed-aff3-2f20996a6f55	815825ea-5a92-48ab-a753-bedbe677182a_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-DD-A115	TCGA-DD-A115-11A	Solid Tissue Normal
77169e00-fdb8-4ad7-a749-da82d201a447	3f396ff8-5ae0-4e94-b270-427be3bbf797_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-LIHC	TCGA-DD-A39W	TCGA-DD-A39W-11A	Solid Tissue Normal
